date,close_btc,open_gold,open_vix,open_snp,open_msci,open_oil,open_eur_usd,open_cny_usd,open_jpy_usd,Subjectivity,Polarity,Polarity_shift,close_btc_log,open_snp_log,open_vix_log,open_msci_log,open_gold_log,open_oil_log,open_eur_usd_log,open_cny_usd_log,open_jpy_usd_log
2020-08-18,11991.2333984375,2001.0999755859375,21.690000534057617,3387.0400390625,100.94000244140625,42.790000915527344,1.1947288513183594,0.14449195563793182,0.009503715671598911,0.4075757575757576,0.2022727272727272,0.2022727272727272,9.391931111658145,8.127711674142201,3.0768513494610796,4.614526305098823,7.601452296147197,3.75630445182455,0.17791925697470942,-1.9345314433050316,-4.65607243351823
2020-08-19,11758.283203125,1980.0,21.600000381469727,3392.510009765625,100.98999786376953,42.599998474121094,1.184174656867981,0.14452537894248962,0.009425959549844265,0.0,0.0,0.2022727272727272,9.37231322466678,8.129325342261966,3.0726933323507546,4.6150214808855745,7.590852123688581,3.7518542174565703,0.16904603982926286,-1.934300154031291,-4.664287741828203
2020-08-20,11878.3720703125,1941.199951171875,24.100000381469727,3360.47998046875,99.75,42.7400016784668,1.1870845556259155,0.14461733400821686,0.009463513270020485,0.6515151515151515,0.1287878787878787,0.0,9.382474552408539,8.119839094084956,3.1822118563252286,4.602667055769973,7.571061592377483,3.7551352891625682,0.1715003478216421,-1.9336641008664783,-4.6603115832545
2020-08-21,11592.4892578125,1941.0,22.579999923706055,3386.010009765625,100.05999755859375,42.75,1.1870845556259155,0.14461733400821686,0.009463513270020485,0.5,0.1363636363636363,0.1287878787878787,9.358112689615414,8.1274075189101,3.1170645553426874,4.605769981660636,7.57095858316901,3.755369195382769,0.1715003478216421,-1.9336641008664783,-4.6603115832545
2020-08-22,11681.8251953125,1941.0,22.579999923706055,3386.010009765625,100.05999755859375,42.75,1.1870845556259155,0.14461733400821686,0.009463513270020485,0.3444444444444445,0.2744949494949494,0.1363636363636363,9.365789510895807,8.1274075189101,3.1170645553426874,4.605769981660636,7.57095858316901,3.755369195382769,0.1715003478216421,-1.9336641008664783,-4.6603115832545
2020-08-23,11664.84765625,1941.0,22.579999923706055,3386.010009765625,100.05999755859375,42.75,1.1799131631851196,0.1445399969816208,0.009442603215575218,0.0,0.0,0.2744949494949494,9.364335124468834,8.1274075189101,3.1170645553426874,4.605769981660636,7.57095858316901,3.755369195382769,0.16544084524857308,-1.934199014009959,-4.662523572478949
2020-08-24,11774.595703125,1930.199951171875,22.8700008392334,3418.090087890625,101.58000183105469,42.47999954223633,1.1795234680175781,0.14453165233135223,0.009434674866497517,0.2476190476190476,0.1666666666666666,0.0,9.37369958310407,8.13683722023008,3.129826044730509,4.620846683398839,7.56537887817611,3.749033366157702,0.16511051624890302,-1.9342567481412078,-4.663363561116019
2020-08-25,11366.134765625,1927.5,22.15999984741211,3435.949951171875,101.97000122070312,42.36000061035156,1.1833338737487793,0.1446780115365982,0.009396553970873356,0.0,0.0,0.1666666666666666,9.338393578695538,8.14204871698289,3.098288854993348,4.624678664347333,7.563979105437484,3.746204535141883,0.1683357715082197,-1.9332446158646934,-4.667412255763223
2020-08-26,11488.36328125,1909.699951171875,22.139999389648438,3449.969970703125,102.11000061035156,43.38999938964844,1.1840205192565918,0.14524538815021515,0.00944545678794384,0.4604166666666667,0.21875,0.0,9.349089913459503,8.146120805843502,3.0973858997126693,4.626050669544839,7.554701415072889,3.770228985743618,0.1689158667648459,-1.9293306348714734,-4.662221416260703
2020-08-27,11323.3974609375,1948.9000244140625,23.420000076293945,3485.139892578125,102.9800033569336,43.45000076293945,1.1820470094680786,0.14515472948551178,0.009375673718750477,0.0,0.0,0.21875,9.334626435785541,8.156263463731342,3.153590361427212,4.634534827215913,7.575020402355077,3.7716108692704218,0.16724768931664225,-1.9299550056078674,-4.669636846374324
2020-08-28,11542.5,1927.0999755859375,24.59000015258789,3494.68994140625,103.19999694824219,42.97999954223633,1.1820470094680786,0.14515472948551178,0.009375673718750477,0.5,0.5,0.0,9.353791154381144,8.158999935827289,3.2023398624333836,4.636668823476166,7.563771548535065,3.760734880563744,0.16724768931664225,-1.9299550056078674,-4.669636846374324
2020-08-29,11506.865234375,1927.0999755859375,24.59000015258789,3494.68994140625,103.19999694824219,42.97999954223633,1.1820470094680786,0.14515472948551178,0.009375673718750477,0.5,0.0,0.5,9.35069911313369,8.158999935827289,3.2023398624333836,4.636668823476166,7.563771548535065,3.760734880563744,0.16724768931664225,-1.9299550056078674,-4.669636846374324
2020-08-30,11711.505859375,1927.0999755859375,24.59000015258789,3494.68994140625,103.19999694824219,42.97999954223633,1.1916537284851074,0.14567916095256805,0.00947651732712984,0.0,0.0,0.0,9.368327044342363,8.158999935827289,3.2023398624333836,4.636668823476166,7.563771548535065,3.760734880563744,0.17534203020362682,-1.9263486031032033,-4.658938400768225
2020-08-31,11680.8203125,1970.0,23.90999984741211,3509.72998046875,103.2699966430664,42.90999984741211,1.1939157247543335,0.14603443443775177,0.009434852749109268,0.41,0.4675,0.0,9.36570348615064,8.16329438485937,3.174296775088473,4.637346885176934,7.585788821732034,3.759104895447435,0.17723843019656105,-1.9239128327692168,-4.663344707161073
2020-09-01,11970.478515625,1961.699951171875,25.860000610351562,3507.43994140625,103.30999755859375,42.83000183105469,1.1923072338104248,0.14646649360656738,0.009446081705391407,0.5416666666666666,0.3916666666666666,0.4675,9.39019877399568,8.162641688923745,3.2526973969458597,4.6377341532295056,7.58156669834462,3.757238834378964,0.17589028191749495,-1.9209585892668843,-4.662155257811192
2020-09-02,11414.0341796875,1967.300048828125,26.010000228881836,3543.760009765625,104.44000244140625,43.02000045776367,1.1845955848693848,0.14625656604766846,0.009416107088327408,0.4928571428571429,0.2415178571428571,0.3916666666666666,9.342598945632865,8.172943592097294,3.2584810882603232,4.648612767207089,7.584417348102087,3.7616651344803014,0.1694014377470665,-1.922392897825535,-4.665333536071905
2020-09-03,10245.296875,1937.0999755859375,26.280000686645508,3564.739990234375,104.58000183105469,41.630001068115234,1.184370994567871,0.14607496559619904,0.009425870142877102,0.3,0.0,0.2415178571428571,9.234574037803183,8.178846396172979,3.2688082197444728,4.649952346268635,7.568947275697123,3.7288210868642278,0.1692118273877343,-1.9236353260631494,-4.664297227057873
2020-09-04,10511.8134765625,1927.9000244140625,34.619998931884766,3453.60009765625,101.94000244140625,41.25,1.184370994567871,0.14607496559619904,0.009425870142877102,0.0,0.0,0.0,9.260254996708758,8.147172472517921,3.544431518895514,4.6243844288613385,7.564186619268975,3.71965111278069,0.1692118273877343,-1.9236353260631494,-4.664297227057873
2020-09-05,10169.5673828125,1927.9000244140625,34.619998931884766,3453.60009765625,101.94000244140625,41.25,1.184370994567871,0.14607496559619904,0.009425870142877102,0.0,0.0,0.0,9.22715494957464,8.147172472517921,3.544431518895514,4.6243844288613385,7.564186619268975,3.71965111278069,0.1692118273877343,-1.9236353260631494,-4.664297227057873
2020-09-06,10280.3515625,1927.9000244140625,34.619998931884766,3453.60009765625,101.94000244140625,41.25,1.183656096458435,0.14616678655147552,0.009408045560121536,0.0,0.0,0.0,9.237989737111164,8.147172472517921,3.544431518895514,4.6243844288613385,7.564186619268975,3.71965111278069,0.1686080351981398,-1.9230069356458104,-4.666190045137599
2020-09-07,10369.5634765625,1927.9000244140625,34.619998931884766,3453.60009765625,101.94000244140625,41.25,1.181921362876892,0.1464235931634903,0.00940786860883236,0.5833333333333333,0.328125,0.0,9.2466302055027,8.147172472517921,3.544431518895514,4.6243844288613385,7.564186619268975,3.71965111278069,0.16714138790180547,-1.9212515349507548,-4.666208853821311
2020-09-08,10131.5166015625,1930.9000244140625,30.610000610351562,3371.8798828125,99.36000061035156,39.47999954223633,1.1769136190414429,0.14608991146087646,0.009437523782253265,0.7888888888888889,0.1525,0.328125,9.22340629991259,8.123225696545544,3.421326772896934,4.598749624327998,7.56574150709237,3.6757942029704562,0.1628954347959854,-1.9235330148966532,-4.663061644436313
2020-09-09,10242.34765625,1926.9000244140625,31.68000030517578,3369.820068359375,100.06999969482422,36.790000915527344,1.1806375980377197,0.14637431502342224,0.009412827901542187,0.4916666666666667,0.3083333333333333,0.1525,9.234286135622348,8.122614629742767,3.455685576579299,4.6058699380527415,7.5636677856019805,3.6052260940019054,0.16605462986803024,-1.9215881366760779,-4.665681849645682
2020-09-10,10363.138671875,1944.0999755859375,28.670000076293945,3412.56005859375,101.26000213623047,37.79999923706055,1.1826202869415283,0.1463421732187271,0.009421075694262981,0.5,0.25,0.3083333333333333,9.246010430535872,8.135218038926256,3.3558512825563858,4.617691487638252,7.572554411468566,3.6323090824419584,0.16773255878267795,-1.921807747160047,-4.664806004316424
2020-09-11,10400.9150390625,1944.0,28.6299991607666,3352.699951171875,99.80999755859375,37.0099983215332,1.1826202869415283,0.1463421732187271,0.009421075694262981,0.3,0.1333333333333333,0.25,9.249649065784293,8.117521255785014,3.354455089796946,4.603268354237957,7.572502985020384,3.6111881010463533,0.16773255878267795,-1.921807747160047,-4.664806004316424
2020-09-12,10442.1708984375,1944.0,28.6299991607666,3352.699951171875,99.80999755859375,37.0099983215332,1.1826202869415283,0.1463421732187271,0.009421075694262981,0.0,0.0,0.1333333333333333,9.253607780283371,8.117521255785014,3.354455089796946,4.603268354237957,7.572502985020384,3.6111881010463533,0.16773255878267795,-1.921807747160047,-4.664806004316424
2020-09-13,10323.755859375,1944.0,28.6299991607666,3352.699951171875,99.80999755859375,37.0099983215332,1.184356927871704,0.1463400423526764,0.009422672912478447,0.0,0.0,0.0,9.242202912687425,8.117521255785014,3.354455089796946,4.603268354237957,7.572502985020384,3.6111881010463533,0.16919995038317512,-1.9218223081134456,-4.664636481972158
2020-09-14,10680.837890625,1946.300048828125,25.860000610351562,3363.56005859375,100.51000213623047,37.31999969482422,1.186690092086792,0.14686228334903717,0.009456801228225231,0.3916666666666666,0.0833333333333333,0.0,9.276206563615188,8.120755233287737,3.2526973969458597,4.6102572462905576,7.573685438336195,3.619529367801871,0.17116799652356537,-1.918259979285468,-4.6610210896506485
2020-09-15,10796.951171875,1955.800048828125,25.920000076293945,3407.72998046875,101.66999816894531,37.279998779296875,1.1842728853225708,0.14748609066009521,0.009489377029240131,0.6067099567099566,0.4331709956709956,0.0833333333333333,9.287019074358012,8.133801653727145,3.255014874427513,4.621732256277286,7.578554620843981,3.6184569570732075,0.16912898737435,-1.9140214082583684,-4.657582313484453
2020-09-16,10974.9052734375,1961.300048828125,25.309999465942383,3411.22998046875,101.73999786376953,38.349998474121094,1.1804285049438477,0.14806699752807617,0.009519366547465324,0.25,0.0,0.4331709956709956,9.303366606784255,8.134828203326324,3.231199553456376,4.622420518397661,7.581362822563261,3.646754488025027,0.1658775123412023,-1.9100904216489032,-4.654426971524483
2020-09-17,10948.990234375,1939.0,28.219999313354492,3346.860107421875,99.77999877929688,40.189998626708984,1.1852554082870483,0.14783932268619537,0.009552101604640484,0.3125,0.1020833333333333,0.0,9.301002514953673,8.115777903929668,3.340030922092793,4.602967750198945,7.569927655242652,3.693618174291141,0.16995828578233863,-1.9116292524967458,-4.6509940853867375
2020-09-18,10944.5859375,1950.5,26.649999618530273,3357.3798828125,100.51000213623047,40.970001220703125,1.1852554082870483,0.14783932268619537,0.009552101604640484,0.5577272727272726,-0.1081818181818182,0.1020833333333333,9.300600178039884,8.118916151975592,3.2827891362977923,4.6102572462905576,7.575841028946711,3.7128401213538273,0.16995828578233863,-1.9116292524967458,-4.6509940853867375
2020-09-19,11094.3466796875,1950.5,26.649999618530273,3357.3798828125,100.51000213623047,40.970001220703125,1.1852554082870483,0.14783932268619537,0.009552101604640484,0.3,0.25,-0.1081818181818182,9.314190949422722,8.118916151975592,3.2827891362977923,4.6102572462905576,7.575841028946711,3.7128401213538273,0.16995828578233863,-1.9116292524967458,-4.6509940853867375
2020-09-20,10938.271484375,1950.5,26.649999618530273,3357.3798828125,100.51000213623047,40.970001220703125,1.1845533847808838,0.14775413274765015,0.00956626608967781,0.2333333333333332,0.2125,0.25,9.30002306389263,8.118916151975592,3.2827891362977923,4.6102572462905576,7.575841028946711,3.7128401213538273,0.16936581306576023,-1.9122056518678263,-4.649512317920449
2020-09-21,10462.259765625,1946.199951171875,28.040000915527344,3285.570068359375,97.63999938964844,40.97999954223633,1.1761800050735474,0.14697885513305664,0.009549365378916264,0.6138888888888889,0.0944444444444444,0.2125,9.255529753064579,8.09729545265423,3.33363209481715,4.581287239273719,7.573634007298933,3.713084131640337,0.1622719033018316,-1.917466545182012,-4.651280579167063
2020-09-22,10538.4599609375,1913.0999755859375,28.610000610351562,3295.75,98.22000122070312,39.630001068115234,1.1707545518875122,0.14752744138240814,0.009517555125057697,0.4197023809523809,0.1764285714285713,0.0944444444444444,9.262786697656653,8.10038903863808,3.353756328395523,4.5872098730393525,7.556480229227816,3.679586434154532,0.157648457083789,-1.913741077235602,-4.654617277756158
2020-09-23,10246.1865234375,1875.5,27.020000457763672,3320.110107421875,98.73999786376953,39.7599983215332,1.1661943197250366,0.1468666046857834,0.009494422003626823,0.3976190476190476,0.219047619047619,0.1764285714285713,9.234660868846184,8.107753226246698,3.296577349473713,4.592490111195812,7.536630569521942,3.682861339573413,0.15374572903864278,-1.9182305553035408,-4.657050810333085
2020-09-24,10760.06640625,1851.5,29.540000915527344,3226.139892578125,96.30000305175781,39.599998474121094,1.1673650741577148,0.14646220207214355,0.00948442704975605,0.4031597222222222,0.1115972222222222,0.219047619047619,9.283597005281305,8.079041621842332,3.3857453080960345,4.567468350494192,7.523751400353667,3.6788290797281387,0.15474913570913593,-1.9209878901478663,-4.65810408334945
2020-09-25,10692.716796875,1856.300048828125,28.170000076293945,3236.659912109375,96.55000305175781,40.150001525878906,1.1673650741577148,0.14646220207214355,0.00948442704975605,0.5833333333333333,0.0875,0.1115972222222222,9.277318115497573,8.082297185728175,3.3382575845966214,4.570061040482579,7.526340564519183,3.692622478397226,0.15474913570913593,-1.9209878901478663,-4.65810408334945
2020-09-26,10750.7236328125,1856.300048828125,28.170000076293945,3236.659912109375,96.55000305175781,40.150001525878906,1.1673650741577148,0.14646220207214355,0.00948442704975605,0.7589285714285714,0.1392857142857142,0.0875,9.28272834597051,8.082297185728175,3.3382575845966214,4.570061040482579,7.526340564519183,3.692622478397226,0.15474913570913593,-1.9209878901478663,-4.65810408334945
2020-09-27,10775.26953125,1856.300048828125,28.170000076293945,3236.659912109375,96.55000305175781,40.150001525878906,1.1635076999664307,0.14656738936901093,0.009471132420003414,0.3947916666666666,0.2677083333333333,0.1392857142857142,9.28500892916025,8.082297185728175,3.3382575845966214,4.570061040482579,7.526340564519183,3.692622478397226,0.15143932167250146,-1.9202699605976932,-4.659506799207426
2020-09-28,10709.65234375,1872.800048828125,27.149999618530273,3333.89990234375,99.27999877929688,40.06999969482422,1.1677740812301636,0.1468256264925003,0.009484156034886837,0.4055555555555556,0.0704365079365079,0.2677083333333333,9.278900702013901,8.111898039567814,3.301377032329494,4.597944128600792,7.535189942248959,3.690627917031987,0.15509944209296544,-1.918509610649231,-4.6581326584800244
2020-09-29,10844.640625,1876.5,26.809999465942383,3350.919921875,99.56999969482422,40.58000183105469,1.1742740869522095,0.14672653377056122,0.009463961236178875,0.3666666666666667,0.0666666666666666,0.0704365079365079,9.291426285321418,8.116990190667236,3.2887749323277777,4.600860911335056,7.537163618575075,3.7032753795197646,0.1606501583415478,-1.9191847392234112,-4.660264248238058
2020-09-30,10784.4912109375,1893.0,26.690000534057617,3341.2099609375,99.16999816894531,39.15999984741211,1.1723741292953491,0.14728191494941711,0.009483257308602333,0.125,-0.075,0.0666666666666666,9.285864382090377,8.114088284122818,3.2842889834260847,4.5968355307342375,7.545918151209323,3.6676558137657853,0.15903086316226633,-1.9154067400409645,-4.658227423777633
2020-10-01,10619.4521484375,1884.0999755859375,25.780000686645508,3385.8701171875,100.18000030517578,39.900001525878906,1.1744118928909302,0.14728841185569763,0.009472926147282124,0.3559523809523809,0.2809523809523809,-0.075,9.270442706689156,8.12736620318226,3.249599024145855,4.606968570975745,7.54120551932601,3.6863763621383963,0.16076750560726277,-1.9153626289700902,-4.659317428246848
2020-10-02,10575.974609375,1893.9000244140625,28.8700008392334,3338.93994140625,98.58999633789062,38.599998474121094,1.1744118928909302,0.14728841185569763,0.009472926147282124,0.6553571428571429,0.2291666666666666,0.2809523809523809,9.26634016131088,8.113408652781661,3.362803022744237,4.590969799442114,7.546393486932582,3.6532522369402427,0.16076750560726277,-1.9153626289700902,-4.659317428246848
2020-10-03,10549.3291015625,1893.9000244140625,28.8700008392334,3338.93994140625,98.58999633789062,38.599998474121094,1.1744118928909302,0.14728841185569763,0.009472926147282124,0.0,0.0,0.2291666666666666,9.26381754461318,8.113408652781661,3.362803022744237,4.590969799442114,7.546393486932582,3.6532522369402427,0.16076750560726277,-1.9153626289700902,-4.659317428246848
2020-10-04,10669.5830078125,1893.9000244140625,28.8700008392334,3338.93994140625,98.58999633789062,38.599998474121094,1.172195553779602,0.1472797393798828,0.009475529193878174,0.3568181818181817,-0.0242424242424242,0.0,9.275152262727298,8.113408652781661,3.362803022744237,4.590969799442114,7.546393486932582,3.6532522369402427,0.15887853199686613,-1.9154215116142659,-4.6590426779766485
2020-10-05,10793.33984375,1898.9000244140625,29.520000457763672,3367.27001953125,100.22000122070312,37.0,1.178828239440918,0.1472797393798828,0.009458500891923904,0.5,0.0,-0.0242424242424242,9.286684541752031,8.121857611826535,3.3850680152391712,4.6073677817118135,7.549030062988321,3.6109179126442243,0.16452092768617868,-1.9154215116142659,-4.6608413765598975
2020-10-06,10604.40625,1906.5999755859375,28.049999237060547,3408.739990234375,101.22000122070312,39.349998474121094,1.173736572265625,0.1472797393798828,0.009466290473937988,0.3114583333333333,0.0270833333333333,0.0,9.269024877689779,8.134097997663922,3.3339886047694374,4.6172963778458325,7.553076817254452,3.6724959360863108,0.1601923114456115,-1.9154215116142659,-4.660018161941211
2020-10-07,10668.96875,1874.0999755859375,29.260000228881836,3384.56005859375,100.75,39.83000183105469,1.1765536069869995,0.14728191494941711,0.009436366148293018,0.3607142857142857,0.3739285714285714,0.0270833333333333,9.275094690140401,8.126979208980686,3.376221403414324,4.612642200826793,7.535883810140548,3.684620443165299,0.16258949294706576,-1.9154067400409645,-4.663184314852
2020-10-08,10915.685546875,1893.0,27.649999618530273,3434.280029296875,101.87000274658203,39.9900016784668,1.1767059564590454,0.14729276299476624,0.009432093240320683,0.5126700680272108,0.2644557823129251,0.3739285714285714,9.297956074787715,8.141562584229654,3.3196257141719703,4.623697517563612,7.545918151209323,3.688629464830889,0.16271897247803227,-1.9153330877811727,-4.6636372302657465
2020-10-09,11064.4580078125,1909.300048828125,26.200000762939453,3459.669921875,102.61000061035156,41.310001373291016,1.1767059564590454,0.14729276299476624,0.009432093240320683,0.0666666666666666,0.0666666666666666,0.2644557823129251,9.311493268710905,8.14892846519904,3.2657594398868772,4.630935399822383,7.554491987293255,3.721104634652222,0.16271897247803227,-1.9153330877811727,-4.6636372302657465
2020-10-10,11296.361328125,1909.300048828125,26.200000762939453,3459.669921875,102.61000061035156,41.310001373291016,1.1767059564590454,0.14729276299476624,0.009432093240320683,0.29375,0.039559659090909,0.0666666666666666,9.332235946484632,8.14892846519904,3.2657594398868772,4.630935399822383,7.554491987293255,3.721104634652222,0.16271897247803227,-1.9153330877811727,-4.6636372302657465
2020-10-11,11384.181640625,1909.300048828125,26.200000762939453,3459.669921875,102.61000061035156,41.310001373291016,1.1813349723815918,0.1493942141532898,0.009466290473937988,0.5166666666666667,0.3333333333333333,0.039559659090909,9.339980095424634,8.14892846519904,3.2657594398868772,4.630935399822383,7.554491987293255,3.721104634652222,0.16664513152996305,-1.9011667342536207,-4.660018161941211
2020-10-12,11555.36328125,1924.0,25.649999618530273,3500.02001953125,103.58999633789062,40.400001525878906,1.1814186573028564,0.14825797080993652,0.00949234887957573,0.0,0.0,0.3333333333333333,9.354904961526262,8.160523967327219,3.2445435567446643,4.6404407647180514,7.562161631225652,3.6988298227363834,0.16671596830299623,-1.9088014765466974,-4.657269185966529
2020-10-13,11425.8994140625,1921.9000244140625,25.670000076293945,3534.010009765625,103.8499984741211,39.529998779296875,1.1743981838226318,0.14824697375297546,0.009481010027229786,0.5596527777777778,0.2224305555555555,0.0,9.343637935995396,8.170188485293748,3.2453229978551543,4.642947535629017,7.561069571743445,3.6770598464281705,0.16075583240436367,-1.9088756544460395,-4.658464425433776
